;Inhabitants;;;;;;;;;;;;;Households;;;;;;Home;;;;;;;;;;;;;;;Social Security
6227BJ;20;10;15;0;0;0;10;0;60;0;0;0;0;10;5;0;0;0;2;10;0;10;0;0;0;0;0;0;0;0;70;5;0;248;0
6227BK;55;30;20;5;15;20;10;5;60;0;0;20;10;40;30;0;0;0;1,4;20;10;0;0;0;5;0;0;0;15;40;60;0;0;218;5
6227BL;100;40;60;0;10;35;30;20;80;10;0;0;0;60;40;15;0;5;1,6;60;10;5;0;15;15;0;15;0;45;30;70;15;0;233;15
6227BM;60;35;25;10;10;15;15;10;80;0;0;10;0;25;5;10;0;10;2,5;20;10;0;0;0;0;0;0;0;0;80;0;0;0;323;0
6227BN;40;15;30;0;15;10;10;5;50;10;0;30;0;30;20;10;0;0;1,4;15;15;0;0;0;0;0;0;0;5;50;50;0;0;193;10
6227BP;95;45;55;0;55;10;15;10;50;0;0;30;10;80;65;10;0;0;1,2;40;15;0;0;0;15;0;0;0;20;50;50;0;0;269;0
6227BR;55;30;25;0;15;20;15;0;70;0;0;0;10;35;20;10;0;0;1,6;35;25;0;10;0;0;0;0;0;20;40;60;0;5;223;10
6227BS;45;15;25;0;5;10;15;15;80;0;0;0;10;35;25;5;0;0;1,3;30;0;0;20;0;10;0;0;0;30;0;100;0;0;166;10
6227BT;40;20;20;0;0;10;10;10;70;0;0;0;0;25;10;10;0;0;1,6;25;0;0;25;0;0;0;0;0;25;0;0;0;0;170;5
6227BV;30;15;15;0;0;5;10;15;70;0;0;0;0;20;15;0;0;0;1,3;25;0;0;25;0;0;0;0;0;25;0;0;0;0;170;0
6227BW;40;20;15;0;0;10;15;10;80;0;0;0;20;25;15;5;0;0;1,5;25;0;0;25;0;0;0;0;0;25;0;0;0;0;170;10
6227BX;60;30;30;5;5;30;15;5;70;10;0;0;10;40;25;10;0;0;1,6;45;0;15;5;0;25;0;0;0;35;30;70;25;0;188;15
6227BZ;30;20;10;0;0;5;5;10;80;0;0;20;0;15;5;0;0;5;2,2;15;0;0;15;0;0;0;0;0;0;90;0;0;0;305;0
6227CB;20;10;10;0;0;0;0;15;100;0;0;0;0;15;5;5;0;0;1,5;15;0;0;15;0;0;0;0;0;15;0;0;0;0;158;0
6227CC;20;10;10;0;0;0;0;15;80;0;0;0;0;15;10;5;0;0;1,4;15;0;0;15;0;0;0;0;0;15;0;0;0;0;158;0
6227CD;20;10;5;0;0;0;0;15;70;0;0;0;0;10;5;5;0;0;1,5;15;0;0;15;0;0;0;0;0;15;0;0;0;0;158;0
6227CE;25;10;10;0;0;0;0;20;80;0;0;0;0;15;0;10;0;0;1,7;15;0;0;15;0;0;0;0;0;15;0;0;0;0;157;0
6227CG;20;10;10;0;0;0;0;20;90;0;0;0;0;15;5;5;0;0;1,5;15;0;0;15;0;0;0;0;0;15;0;0;0;0;157;0
6227CH;20;10;10;0;0;0;0;15;80;0;0;0;0;15;10;5;0;0;1,4;15;0;0;15;0;0;0;0;0;15;0;0;0;0;157;0
6227CK;35;15;15;0;0;10;10;15;80;0;0;0;0;20;5;5;0;0;1,8;20;0;0;20;0;0;0;0;0;10;30;70;10;0;192;10
6227CL;100;55;45;15;20;45;20;5;60;0;0;10;20;60;45;10;0;5;1,6;50;15;5;5;10;0;5;0;0;30;30;60;10;0;192;10
6227CM;100;60;40;10;10;40;30;10;60;10;10;10;20;65;45;10;0;10;1,5;65;0;0;20;50;0;0;0;0;50;30;70;50;0;172;35
6227CN;40;25;15;0;0;15;10;10;80;0;0;0;0;20;10;5;0;0;2;15;0;10;5;0;0;0;0;0;0;90;0;0;0;273;0
6227CP;50;25;25;10;5;15;15;5;80;0;0;10;0;20;0;5;0;10;2,4;20;0;20;0;0;0;0;0;0;0;90;0;0;0;278;0
6227CR;25;10;15;5;0;5;10;5;90;0;0;0;0;10;0;5;0;0;2,5;10;0;10;0;0;0;0;0;0;0;100;0;0;0;0;0
6227CV;40;15;25;0;0;0;0;35;80;10;0;0;0;25;5;15;0;0;1,7;25;0;0;0;0;0;0;25;0;25;0;0;0;0;289;0
6227DA;35;20;15;5;10;10;0;5;90;0;0;0;0;15;0;0;0;5;2,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
6227DB;30;15;15;5;0;10;10;0;80;0;0;0;0;10;0;5;0;5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6227EA;60;30;30;15;10;20;10;5;70;0;10;0;10;25;5;10;0;10;2,4;25;0;0;0;0;25;0;0;0;0;0;0;0;0;278;0
6227EB;65;35;30;0;30;10;15;5;70;0;0;20;0;45;30;10;0;0;1,4;50;0;0;0;0;50;0;0;0;35;30;70;35;0;128;0
6227EC;45;25;20;0;5;15;15;5;60;0;0;20;10;30;15;10;0;0;1,6;25;0;0;0;20;10;0;0;0;10;40;60;10;0;163;5
6227ED;50;25;30;0;10;10;20;5;70;0;0;0;0;20;5;5;0;10;2,3;20;0;0;0;0;20;0;0;0;0;100;0;0;0;275;0
6227EE;25;15;10;10;0;5;10;0;80;0;0;0;20;10;0;0;0;5;3,3;10;0;0;0;10;0;0;0;0;0;0;0;0;0;233;0
6227EG;40;20;15;5;0;15;5;10;60;0;20;0;0;20;10;0;0;5;2,1;20;0;0;0;20;0;0;0;0;5;40;70;5;0;201;0
6227EH;25;10;15;5;0;5;0;10;60;0;0;0;0;10;0;5;0;0;2,4;10;0;0;0;5;5;0;0;0;0;100;0;0;0;0;0
6227EJ;15;5;5;0;0;0;5;0;80;0;0;0;0;5;0;0;0;0;2,2;5;0;0;0;5;0;0;0;0;0;0;0;0;0;261;0
6227EL;45;25;20;5;5;10;10;15;70;0;0;20;0;20;10;5;0;5;2,3;20;0;0;0;20;0;0;0;0;0;70;30;0;0;229;5
6227EN;35;15;20;10;0;15;5;5;90;0;0;0;0;15;0;5;0;5;2,5;15;0;0;0;15;0;0;0;0;0;40;60;0;0;207;5
6227EP;15;5;10;0;0;5;0;0;50;0;0;0;0;5;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6227ER;25;15;10;0;5;0;10;5;80;0;0;0;0;10;0;5;0;0;2,2;10;0;0;0;0;10;0;0;0;0;100;0;0;0;178;0
6227ES;35;15;20;5;0;10;10;15;90;0;0;0;0;20;0;10;0;0;2,1;20;0;0;0;20;0;0;0;0;0;50;50;0;0;246;0
6227ET;70;35;35;15;0;20;15;15;70;10;0;0;10;30;5;10;0;10;2,5;30;0;0;0;30;0;0;0;0;0;60;40;0;0;255;5
6227EV;55;30;25;10;0;15;20;10;70;10;0;0;0;25;10;10;0;5;2,2;25;0;0;0;25;0;0;0;0;0;40;60;0;0;220;0
6227EW;35;15;25;5;0;5;10;15;80;0;0;0;0;20;10;0;0;0;1,7;20;0;0;0;20;0;0;0;0;0;0;80;0;0;211;0
6227EX;40;20;20;5;0;10;10;5;70;0;0;0;0;25;20;0;0;0;1,6;25;0;0;0;0;25;0;0;0;15;30;70;15;0;187;5
6227GA;30;15;15;0;0;10;10;5;60;0;0;0;30;15;10;0;0;5;1,9;20;0;0;0;20;0;0;0;0;0;0;80;0;0;206;0
6227GB;20;15;10;0;0;0;15;0;80;0;0;0;0;15;5;5;0;0;1,7;10;0;0;0;0;10;0;0;0;0;90;0;0;0;261;0
6227GC;25;10;15;0;5;10;0;0;40;0;0;0;40;15;10;0;0;0;1,5;15;0;0;0;15;0;0;0;0;10;0;0;0;0;126;0
6227GE;50;25;25;0;5;20;15;5;70;0;0;10;10;35;20;10;5;0;1,5;35;0;0;0;35;0;0;0;0;20;10;90;0;0;157;5
6227GH;60;30;30;20;0;20;10;10;90;0;0;10;0;25;5;10;0;10;2,5;25;0;0;0;25;0;0;0;0;0;30;70;15;0;220;5
6227GJ;25;15;15;0;0;5;5;10;80;0;0;0;0;15;0;10;0;0;2;15;0;0;0;15;0;0;0;0;0;80;0;0;0;0;0
6227GK;25;10;15;0;0;5;10;5;80;0;0;0;0;15;0;10;0;0;2;15;0;0;0;15;0;0;0;0;0;80;0;0;0;0;0
6227GL;50;20;30;15;10;10;10;5;70;0;10;0;10;20;5;0;5;5;2,5;20;0;0;0;20;0;0;0;0;0;80;0;0;0;247;0
6227GM;70;35;35;10;10;10;30;10;70;0;0;0;10;35;15;10;0;10;2,1;35;0;0;0;25;10;0;0;0;10;40;60;20;0;218;15
6227GN;60;30;30;15;5;15;20;5;80;10;0;0;0;25;5;10;0;10;2,5;25;0;0;0;10;15;0;0;0;0;70;30;5;0;280;0
6227GP;30;10;15;0;0;10;10;0;40;0;0;20;20;15;5;5;0;0;1,9;15;0;0;0;15;0;0;0;0;0;0;80;10;0;218;0
6227GR;20;10;15;0;0;10;5;0;80;0;0;0;0;15;10;0;0;0;1,5;15;0;0;0;15;0;0;0;0;10;0;0;0;0;171;10
6227GS;30;15;15;0;5;5;10;5;60;0;0;0;30;20;10;5;0;0;1,7;20;0;0;0;20;0;0;0;0;10;0;0;0;0;180;10
6227GT;25;15;10;0;0;0;15;0;90;0;0;0;0;15;5;0;0;0;1,9;15;0;0;0;15;0;0;0;0;0;0;80;10;0;224;10
6227GV;30;15;15;0;0;15;10;0;60;0;20;0;0;20;15;0;0;0;1,4;25;0;0;0;25;0;0;0;0;15;0;0;0;0;155;10
6227HA;25;15;15;0;0;5;10;5;80;0;0;0;0;15;0;5;0;0;1,9;15;0;0;0;0;15;0;0;0;0;60;40;0;0;282;0
6227HB;15;10;10;0;0;0;5;5;90;0;0;0;0;10;0;5;0;0;2;10;0;0;0;5;0;0;0;0;0;0;0;0;0;241;0
6227HD;30;15;10;10;0;10;0;0;90;0;0;0;0;10;0;0;0;5;2,8;10;0;0;0;0;10;0;0;0;0;0;0;0;0;307;0
6227HE;35;25;15;5;0;5;10;15;100;0;0;0;0;15;0;10;0;0;2,5;15;0;0;0;0;15;0;0;0;0;100;0;0;0;448;0
6227HJ;40;20;20;10;0;10;10;0;60;10;0;0;20;15;10;0;0;0;2,2;15;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0
6227HK;20;10;10;5;0;0;0;5;90;0;0;0;0;5;0;0;0;0;2,6;5;0;0;0;0;5;0;0;0;0;0;0;0;0;272;0
6227HL;20;10;15;5;0;5;5;5;90;0;0;0;0;10;0;0;0;0;2;10;0;0;0;0;10;0;0;0;0;100;0;0;0;273;0
6227HM;50;25;25;5;0;10;20;10;90;0;0;0;0;20;5;10;0;5;2,2;20;0;0;0;0;20;0;0;0;0;100;0;0;0;278;0
6227HN;55;30;25;0;20;10;15;0;70;0;0;20;0;30;15;10;0;5;1,8;30;0;0;0;0;30;0;0;0;15;50;50;15;0;168;0
6227HR;25;15;10;5;0;10;5;0;60;0;0;0;0;10;0;0;0;0;2,4;10;0;0;0;0;10;0;0;0;0;0;0;0;0;281;0
6227RC;20;10;10;5;0;15;0;0;60;0;0;0;0;5;0;0;0;0;3;5;0;0;0;0;0;0;5;0;0;0;0;0;0;305;0
6227RD;35;15;15;0;0;5;15;5;80;0;0;0;0;15;0;10;0;0;2,1;15;0;0;0;0;0;0;15;0;10;90;0;0;0;316;0
6227RE;15;0;10;0;0;0;0;15;0;0;0;0;0;10;10;0;0;0;1,3;10;0;0;0;0;0;10;0;0;0;0;0;0;0;193;0
6227RG;35;20;15;0;0;10;10;10;30;0;50;0;0;15;5;0;0;5;1,9;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
6227RH;45;20;25;10;0;10;15;10;40;0;40;0;10;15;0;5;0;5;2,7;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
6227RJ;40;20;20;10;5;5;10;10;50;0;20;0;30;15;5;0;0;0;2,4;15;0;15;0;0;0;0;0;0;0;0;0;0;0;207;0
6227RK;50;25;25;10;5;15;10;10;40;0;30;0;30;25;10;0;5;0;2,1;25;0;25;0;0;0;0;0;0;5;0;0;0;0;176;5
6227RL;35;15;15;0;5;10;10;10;70;0;0;0;20;20;15;0;0;0;1,5;15;15;0;0;0;0;0;0;0;5;50;50;0;0;286;0
6227RM;105;60;50;15;10;25;35;20;80;10;0;10;0;50;15;15;10;10;2,2;40;5;0;0;0;20;0;0;0;0;70;30;5;0;279;15
6227RN;45;25;20;0;5;20;10;5;60;0;20;10;10;25;10;10;0;0;1,8;25;25;0;0;0;0;0;0;0;10;60;40;0;0;233;0
6227RP;55;30;25;5;10;15;15;10;60;0;30;0;10;25;10;5;0;5;2,1;25;5;5;0;0;10;0;0;0;0;0;0;0;0;232;10
6227RR;45;20;25;0;15;15;5;5;60;0;0;30;10;35;25;0;0;5;1,4;15;5;0;0;0;0;0;5;0;0;70;30;0;0;388;0
6227RS;25;10;15;0;5;0;5;5;40;0;0;0;40;10;5;0;0;0;2,3;10;0;10;0;0;0;0;0;0;0;0;80;10;0;195;5
6227RT;30;10;15;0;0;5;5;10;70;0;0;0;0;15;5;5;0;0;1,8;20;10;0;5;0;0;0;0;0;5;80;0;0;0;297;0
6227RV;25;10;15;0;0;0;10;10;80;0;0;0;0;10;0;5;0;0;2,3;10;0;0;0;0;0;0;0;0;0;80;0;0;0;376;0
6227RW;10;5;5;0;0;0;0;10;80;0;0;0;0;5;0;0;0;0;1,6;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
6227RX;30;15;15;10;0;5;10;0;50;0;0;0;30;10;0;0;0;0;2,8;10;0;10;0;0;0;0;0;0;0;0;60;5;0;0;5
6227RZ;50;25;25;0;5;10;15;15;70;0;0;10;0;25;10;10;0;5;2;25;0;25;0;0;0;0;0;0;0;40;60;10;0;241;5
6227SB;30;15;15;0;5;0;10;5;60;0;0;0;20;15;0;0;5;0;2,1;15;0;15;0;0;0;0;0;0;0;40;60;10;0;185;5
6227SC;15;5;10;0;10;0;5;0;60;0;0;30;0;10;5;0;0;0;1,7;5;0;5;0;0;0;0;0;0;0;0;0;0;0;233;0
6227SG;35;15;20;10;0;10;5;5;80;0;0;0;0;15;5;0;0;5;2,3;15;0;5;5;0;0;0;0;0;0;80;0;0;0;298;0
6227SH;50;20;25;5;10;10;20;5;80;0;0;20;0;25;10;10;0;5;1,9;20;0;20;0;0;0;0;0;0;0;50;40;10;0;201;0
6227SJ;30;15;15;0;0;10;5;5;80;0;0;0;0;15;10;0;0;0;1,8;15;0;15;0;0;0;0;0;0;0;30;60;5;0;182;0
6227SK;25;15;10;0;0;10;10;5;70;0;0;0;0;15;5;5;0;0;1,7;15;5;5;0;0;0;0;0;0;0;80;0;0;0;291;0
6227SL;30;15;15;5;0;0;10;10;80;20;0;0;0;15;0;0;0;5;2,5;15;5;0;0;0;0;0;0;0;0;100;0;0;0;356;0
6227SM;35;15;20;0;0;15;10;10;90;0;0;0;0;25;15;0;0;0;1,5;20;5;10;0;0;5;0;0;0;15;50;50;5;0;167;0
6227SN;35;20;15;5;5;10;10;5;80;0;0;0;0;15;5;5;0;0;2,1;15;5;10;0;0;0;0;0;0;10;60;40;5;0;201;0
6227SP;65;25;35;0;25;15;10;10;60;0;0;20;10;45;30;10;0;0;1,4;35;25;0;0;0;10;0;0;0;20;30;70;10;0;165;0
6227SR;55;25;30;0;15;10;20;10;70;0;0;20;10;30;15;10;0;5;1,8;25;20;0;0;0;0;0;0;0;5;70;30;0;0;285;5
6227ST;70;35;35;10;15;10;20;15;80;10;0;10;0;35;15;10;0;10;1,9;30;5;10;0;0;0;10;0;0;0;100;0;0;0;285;5
6227SV;40;15;20;0;0;10;5;15;80;0;0;0;0;20;5;5;0;5;2;15;10;0;0;0;0;0;0;0;0;90;0;0;0;525;0
6227SW;40;20;20;0;10;5;10;10;80;0;0;0;0;15;0;5;0;5;2,4;15;0;0;15;0;0;0;0;0;0;100;0;0;0;318;0
6227SX;55;30;25;10;0;15;5;20;70;0;10;10;0;25;5;10;0;5;2,3;20;0;0;20;0;0;0;0;0;0;90;0;0;0;347;0
6227SZ;195;65;130;0;10;5;10;165;80;10;0;0;0;100;80;20;0;0;1,3;95;30;0;65;0;0;0;0;0;90;10;90;0;5;208;5
6227TA;60;25;30;0;0;0;10;50;90;0;0;10;0;40;20;20;0;0;1,5;40;0;0;5;0;35;0;0;0;35;20;80;35;0;191;0
6227TB;30;10;20;0;0;15;0;10;90;0;0;0;0;30;30;0;0;0;1;30;0;0;30;0;0;0;0;0;30;0;100;0;0;124;10
6227TD;50;20;25;10;5;10;5;15;70;0;0;20;0;25;15;5;0;5;1,8;20;0;20;0;0;0;0;0;0;0;100;0;0;0;278;0
6227TE;40;20;20;0;0;10;15;10;80;0;0;0;0;20;0;15;0;0;2,1;20;0;10;10;0;0;0;0;0;0;80;0;0;0;283;0
6227TG;35;15;20;5;0;5;15;10;90;0;0;0;0;20;5;5;0;0;2;20;0;20;0;0;0;0;0;0;0;0;80;15;0;194;5
6227TH;10;5;5;0;0;0;0;0;70;0;0;0;0;10;5;0;0;0;1,3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;234;0
6227TJ;40;15;25;5;10;5;5;10;50;0;30;0;20;15;5;0;5;0;2,3;15;0;10;10;0;0;0;0;0;0;0;0;0;0;206;0
6227TK;30;15;15;0;5;0;10;10;80;0;0;0;0;15;0;5;0;0;2,2;15;0;0;15;0;0;0;0;0;0;0;70;10;0;207;5
6227TL;30;15;15;5;0;10;5;5;70;0;0;0;0;15;0;0;0;5;2,3;15;0;5;10;0;0;0;0;0;0;40;60;10;0;227;0
6227TM;25;10;15;0;5;0;10;5;70;0;0;0;0;15;5;0;0;0;2,1;10;0;0;10;0;0;0;0;0;0;40;60;5;0;287;0
6227TN;35;15;20;5;0;10;10;5;80;0;0;0;0;15;0;0;0;5;2,4;15;0;15;0;0;0;0;0;0;0;30;70;10;0;191;0
6227TP;55;25;25;0;5;15;15;10;80;0;0;10;0;25;5;10;0;5;2,3;25;10;15;0;0;0;0;0;0;5;90;0;0;0;289;0
6227TR;45;20;25;10;5;10;10;10;80;0;0;0;0;20;0;10;5;0;2,4;20;0;15;5;0;0;0;0;0;0;60;40;5;0;216;0
6227TS;50;25;25;5;0;10;15;15;90;0;0;0;0;20;0;15;0;5;2,3;20;5;10;0;0;0;0;0;0;0;90;0;0;0;331;0
6227TT;50;25;30;15;10;15;10;5;70;0;20;0;10;20;5;5;5;0;2,5;20;0;20;0;0;0;0;0;0;0;50;50;10;0;207;0
6227TV;45;15;30;0;5;10;15;15;60;0;0;20;0;25;10;5;0;5;1,8;20;0;20;0;0;0;0;0;0;0;90;0;0;0;251;0
6227TW;40;15;30;10;5;5;10;5;60;0;10;0;10;20;5;0;5;0;2,2;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;5
6227TX;35;15;20;0;5;0;10;20;80;0;0;0;0;20;5;10;0;0;1,8;20;0;5;10;0;0;0;0;0;0;90;0;0;0;254;0
6227TZ;40;20;20;5;0;10;10;10;80;0;0;0;0;20;10;5;0;0;1,9;20;0;15;0;0;0;0;0;0;0;60;40;5;0;215;10
6227VA;30;15;15;0;0;5;10;10;90;0;0;0;0;15;5;10;0;0;1,9;15;0;0;15;0;0;0;0;0;0;70;0;0;0;231;0
6227VB;35;15;20;10;0;15;5;0;80;0;0;0;0;15;0;5;0;0;2,4;15;0;0;15;0;0;0;0;0;0;30;70;10;0;0;5
6227VC;50;30;25;5;5;10;10;20;90;0;0;0;0;20;5;5;0;10;2,4;20;0;0;20;0;0;0;0;0;0;100;0;0;0;251;0
6227VD;35;15;20;0;5;5;15;5;80;0;0;0;0;15;0;5;0;0;2,1;15;0;0;15;0;0;0;0;0;0;0;80;15;0;208;0
6227VE;50;20;30;5;0;20;10;10;60;0;10;0;10;35;25;5;0;0;1,4;35;0;0;35;0;0;0;0;0;35;0;100;0;0;150;20
6227VG;45;20;25;0;0;10;15;20;60;0;10;0;20;35;25;5;5;0;1,3;35;0;0;35;0;0;0;0;0;35;0;100;0;0;151;15
6227VH;50;25;25;5;5;10;15;15;60;0;20;0;10;35;20;5;0;0;1,4;35;0;0;35;0;0;0;0;0;35;0;100;0;0;150;15
6227VJ;50;25;25;5;0;15;15;10;80;10;0;0;0;20;5;10;0;0;2,1;20;0;0;20;0;0;0;0;0;0;50;50;10;0;252;0
6227VK;35;15;15;0;0;5;10;10;90;0;0;0;0;15;5;5;0;0;2;15;0;0;15;0;0;0;0;0;0;50;50;10;0;240;0
6227VL;35;20;15;5;0;10;5;10;60;0;20;0;10;20;10;5;0;0;1,9;20;0;0;20;0;0;0;0;0;0;0;80;15;0;204;0
6227VM;10;5;5;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6227VN;60;30;30;5;10;10;20;15;70;0;10;0;10;25;5;5;0;10;2,5;25;0;0;25;0;0;0;0;0;0;30;80;20;0;212;10
6227VP;45;20;25;5;5;5;20;10;80;0;0;0;0;20;0;10;5;0;2,3;20;0;0;20;0;0;0;0;0;0;50;60;10;0;250;5
6227VR;25;10;15;0;0;0;10;5;70;0;0;0;0;10;0;0;0;5;2,7;10;0;0;10;0;0;0;0;0;0;0;0;0;0;343;0
6227VT;50;25;25;5;10;10;15;10;80;0;0;10;0;25;10;5;0;5;2;25;0;5;15;0;0;0;0;0;0;60;40;5;0;213;0
6227VV;40;25;15;5;0;15;5;5;80;10;0;0;0;20;5;5;0;0;2,1;20;0;0;20;0;0;0;0;0;0;80;30;0;0;213;0
6227VW;40;15;25;5;0;15;15;0;70;0;0;20;0;25;15;5;0;0;1,7;25;0;5;15;0;0;0;0;0;10;40;60;0;0;185;0
6227VX;10;5;5;0;0;0;0;5;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6227VZ;15;5;10;0;0;5;0;10;90;0;0;0;0;10;0;5;0;0;1,7;10;0;0;10;0;0;0;0;0;0;90;0;0;0;0;0
6227XB;85;40;45;10;35;15;15;10;40;10;10;30;10;55;35;5;0;5;1,5;25;0;0;25;0;0;0;0;0;0;60;40;0;0;236;0
6227XC;35;20;15;5;0;10;5;15;90;0;0;0;0;15;0;5;0;5;2,3;15;0;0;15;0;0;0;0;0;0;100;0;0;0;304;0
6227XD;25;10;15;5;0;5;0;10;100;0;0;0;0;10;0;0;0;5;2,3;10;0;0;10;0;0;0;0;0;0;90;0;0;0;310;0
6227XE;35;20;15;0;0;5;15;5;90;0;0;0;0;20;0;10;0;0;2;20;0;0;20;0;0;0;0;0;0;90;0;0;0;291;0
6227XG;55;30;25;10;0;10;15;15;80;0;0;0;0;20;0;10;0;5;2,6;20;0;0;20;0;0;0;0;0;0;100;0;0;0;353;0
6227XH;25;10;15;0;0;0;5;15;90;0;0;0;0;15;10;5;0;0;1,5;15;0;0;0;0;0;15;0;0;15;80;0;0;0;323;0
6227XJ;20;5;15;0;0;0;0;20;90;0;0;0;0;20;15;0;0;0;1,2;20;0;0;20;0;0;0;0;0;20;0;0;0;0;155;0
6227XK;15;10;10;0;0;0;0;10;70;0;0;0;0;5;0;0;0;0;2,3;5;0;0;5;0;0;0;0;0;0;0;0;0;0;311;0
6227XL;10;5;5;0;0;0;0;10;100;0;0;0;0;5;0;5;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;288;0
6227XM;35;15;15;0;0;0;10;15;90;0;0;0;0;15;0;10;0;0;2,4;15;0;0;15;0;0;0;0;0;0;100;0;0;0;301;0
6227XN;30;15;15;0;0;15;10;0;70;0;0;0;20;25;25;0;0;0;1,1;30;0;0;30;0;0;0;0;0;30;0;0;0;0;106;10
6227XP;40;20;20;10;0;10;5;10;90;0;0;0;0;20;5;5;0;5;2,3;20;0;0;20;0;0;0;0;0;0;80;0;0;0;289;0
6227XR;45;25;20;5;0;10;5;20;80;0;0;20;0;20;5;10;0;5;2,1;25;0;0;25;0;0;0;0;0;0;80;20;0;0;319;0
6227XS;50;25;25;5;5;10;15;15;80;0;0;10;0;20;0;10;0;10;2,5;20;0;0;20;0;0;0;0;0;0;100;0;0;0;310;0
6227XT;25;15;10;0;0;0;10;15;90;0;0;0;0;15;0;10;0;0;2;15;0;0;5;0;5;0;0;0;0;90;0;0;0;819;0
6227XV;40;20;20;5;0;0;10;20;80;0;0;0;0;20;0;10;0;0;2,1;20;0;0;10;0;5;0;0;0;0;100;0;0;0;604;0
6227XW;45;20;20;0;0;5;10;20;80;0;0;0;0;20;5;10;0;0;2,1;20;0;0;20;0;0;0;0;0;0;90;0;0;0;284;0
6228AE;30;15;15;0;0;10;10;10;60;0;0;0;0;15;0;10;0;0;2,1;15;0;0;0;15;0;0;0;0;0;100;0;0;0;268;0
6228AG;60;30;30;0;5;10;20;20;70;0;0;0;10;30;10;15;0;5;1,8;30;0;0;0;30;0;0;0;0;0;90;0;0;0;268;0
6228AH;15;5;10;0;0;0;5;0;60;0;0;0;0;10;5;0;0;0;1,7;10;0;0;0;10;0;0;0;0;0;80;0;0;0;233;0
6228AJ;20;10;10;0;0;0;5;5;60;0;0;0;0;10;0;0;0;0;2,5;10;0;0;0;10;0;0;0;0;0;0;0;0;0;213;0
6228AK;60;30;30;15;10;15;15;5;70;0;0;10;0;20;5;0;0;10;2,8;20;0;0;0;20;0;0;0;0;0;80;0;0;0;235;0
6228AL;20;10;10;0;0;5;10;5;70;0;0;0;0;10;0;0;0;0;2;10;0;0;0;10;0;0;0;0;0;90;0;0;0;233;0
6228AM;45;20;25;10;5;10;10;10;80;0;0;0;10;20;5;5;0;5;2,4;20;0;0;0;20;0;0;0;0;0;60;30;5;0;228;0
6228AN;50;20;30;5;5;10;10;15;70;0;0;0;20;25;10;10;0;0;2;25;0;0;0;25;0;0;0;0;0;60;40;10;0;225;0
6228AR;15;5;10;0;0;0;5;10;80;0;0;0;0;10;5;5;0;0;1,5;10;0;0;0;10;0;0;0;0;0;0;0;0;0;231;0
6228AS;30;15;15;0;0;15;5;5;60;0;0;0;20;25;20;5;0;0;1,2;25;0;0;0;25;0;0;0;0;25;0;0;0;0;160;5
6228AT;60;30;30;10;10;10;25;5;50;10;10;0;20;20;0;10;0;10;2,7;20;0;0;0;20;0;0;0;0;0;50;50;10;0;228;10
6228AX;40;20;20;0;0;10;10;15;70;0;0;0;0;20;10;10;0;5;1,9;20;0;0;0;20;0;0;0;0;0;70;30;5;0;228;5
6228AZ;25;15;10;5;0;5;5;0;50;0;0;20;0;10;0;0;0;5;2,5;10;0;0;0;10;0;0;0;0;0;60;0;0;0;0;0
6228BA;25;10;10;5;0;0;5;0;50;0;0;0;30;10;0;0;0;0;2,9;10;0;0;0;10;0;0;0;0;0;0;0;0;0;228;0
6228BC;45;20;25;5;0;10;10;15;80;0;10;0;0;25;10;5;0;0;1,9;20;0;0;0;20;0;0;0;0;0;30;70;15;0;223;5
6228BD;65;30;35;5;10;10;15;20;70;0;10;10;10;30;10;10;0;5;2,2;25;0;0;0;25;0;0;0;0;0;100;0;0;0;219;5
6228BE;60;35;30;0;10;25;15;10;70;0;0;10;0;40;25;15;0;0;1,5;40;0;0;0;40;0;0;0;0;40;40;60;10;0;151;0
6228BG;65;30;35;10;5;20;25;0;80;0;0;10;0;30;5;10;0;10;2,2;30;0;0;0;30;0;0;0;0;0;100;0;0;0;225;5
6228BH;40;20;20;5;0;15;15;5;80;0;0;0;0;20;5;10;0;5;2,1;20;0;0;0;20;0;0;0;0;0;100;0;0;0;225;0
6228BJ;50;25;25;5;5;20;20;0;70;0;0;10;0;25;10;5;0;10;2,1;25;0;0;0;25;0;0;0;0;0;100;0;0;0;218;5
6228BK;30;15;15;0;0;15;10;0;80;0;0;0;0;15;5;0;0;0;1,9;15;0;0;0;15;0;0;0;0;0;100;0;0;0;219;0
6228BL;25;10;15;5;0;0;5;5;50;0;30;0;0;10;0;5;0;0;2,7;10;0;0;0;10;0;0;0;0;0;0;0;0;0;219;5
